Trait	Tissue	TCSC_Cov	TCSC_CovSE	TCSC_CovP	TCSC_CovFDRP	TCSC_PropCov	TCSC_PropCovSE	TCSC_GenomeCov
"Hypothyroidism,Neuroticism"	Heart A. Appen.	0.001591392	0.001256004	0.10257265	0.9056713	0.187222601	0.147765169	0.0085
"Hypothyroidism,Neuroticism"	Heart Left Vent.	-0.000296268	0.000858361	0.36498886	0.9056713	-0.034855006	0.100983586	0.0085
"Hypothyroidism,Neuroticism"	Liver	-0.001064657	0.000640797	0.04831068	0.9056713	-0.125253801	0.075387851	0.0085
"Hypothyroidism,Neuroticism"	Lung	-0.000577842	0.001033803	0.28809879	0.9056713	-0.067981372	0.121623905	0.0085
"Hypothyroidism,Neuroticism"	Min. Salivary Gland	0.000210104	0.000578026	0.35812091	0.9056713	0.024718149	0.068003015	0.0085
"Hypothyroidism,Neuroticism"	Muscle Skeletal	-0.000750954	0.001021033	0.23102227	0.9056713	-0.088347524	0.120121547	0.0085
"Hypothyroidism,Neuroticism"	Tibial Nerve	-0.000777691	0.00106157	0.23190559	0.9056713	-0.091493089	0.124890636	0.0085
"Hypothyroidism,Neuroticism"	Ovary	-0.000603316	0.001300967	0.32141556	0.9056713	-0.070978333	0.153054965	0.0085
"Hypothyroidism,Neuroticism"	Pancreas	0.000286874	0.000859739	0.36931206	0.9056713	0.033749891	0.101145714	0.0085
"Hypothyroidism,Neuroticism"	Pituitary	7.44E-05	0.000851585	0.46517368	0.9928308	0.008757082	0.100186495	0.0085
"Hypothyroidism,Neuroticism"	Prostate	8.31E-05	0.000628311	0.44740484	0.9928308	0.009773615	0.073918917	0.0085
"Hypothyroidism,Neuroticism"	Skin (sun unexposed)	0.000844618	0.001274278	0.25372265	0.9056713	0.09936684	0.149915081	0.0085
"Hypothyroidism,Neuroticism"	Skin (sun exposed)	0.002106736	0.001197121	0.0392179	0.9056713	0.247851297	0.140837806	0.0085
"Hypothyroidism,Neuroticism"	Spleen	4.01E-05	0.00097984	0.4836868	0.9928308	0.00471505	0.115275248	0.0085
"Hypothyroidism,Neuroticism"	Stomach	0.00049371	0.000895293	0.2906625	0.9056713	0.058083509	0.105328629	0.0085
"Hypothyroidism,Neuroticism"	Testis	-0.000945887	0.00102004	0.17688436	0.9056713	-0.111280845	0.120004709	0.0085
"Hypothyroidism,Neuroticism"	Thyroid	-0.000833082	0.001272494	0.25633557	0.9056713	-0.098009596	0.149705164	0.0085
"Hypothyroidism,Neuroticism"	Uterus	0.000117647	0.00099452	0.4529167	0.9928308	0.013840873	0.117002376	0.0085
"Hypothyroidism,Neuroticism"	Vagina	-0.000240078	0.000718505	0.36913873	0.9056713	-0.028244476	0.084530053	0.0085
"Hypothyroidism,Neuroticism"	Whole Blood	-0.000898799	0.000871033	0.15106481	0.9056713	-0.105741028	0.102474424	0.0085
"Hypothyroidism,Neuroticism"	AllTissues	-0.000210263	0.001303466	0.43592423	1	-0.024736868	0.15334892	0.0085
"AgeFirstBirth,Neuroticism"	Adipose Sub.	-0.000217844	0.001429488	0.43943852	0.9592816	-0.01328316	0.087163891	-0.0164
"AgeFirstBirth,Neuroticism"	Adipose Visc.	-0.000477639	0.001298898	0.35653869	0.9592816	-0.029124329	0.07920112	-0.0164
"AgeFirstBirth,Neuroticism"	Adrenal Gland	0.000611982	0.000782801	0.21717069	0.8526567	0.037315955	0.047731783	-0.0164
"AgeFirstBirth,Neuroticism"	Aorta Artery	-1.16E-05	0.001285285	0.49641392	0.9928278	-0.000704485	0.078371025	-0.0164
"AgeFirstBirth,Neuroticism"	Coronary Artery	0.000342261	0.001218132	0.38936581	0.9592816	0.020869591	0.074276318	-0.0164
"AgeFirstBirth,Neuroticism"	Tibial Artery	0.001238253	0.001190277	0.14909858	0.8526567	0.07550326	0.072577843	-0.0164
"AgeFirstBirth,Neuroticism"	Brain Limbic	0.001318789	0.001028861	0.09995719	0.8526567	0.080413972	0.062735412	-0.0164
"AgeFirstBirth,Neuroticism"	Brain Cortex	-7.26E-05	0.000638309	0.45471156	0.9592816	-0.004427924	0.038921259	-0.0164
"AgeFirstBirth,Neuroticism"	Brain Basal Ganglia	0.000268352	0.001177819	0.40988614	0.9592816	0.016362916	0.071818244	-0.0164
"AgeFirstBirth,Neuroticism"	Brain Cereb.	-0.000540057	0.00135321	0.34491226	0.9592816	-0.032930295	0.082512791	-0.0164
"AgeFirstBirth,Neuroticism"	Brain Spinal Cord	-0.000928891	0.000921072	0.15660989	0.8526567	-0.056639684	0.05616292	-0.0164
"AgeFirstBirth,Neuroticism"	Brain Subst. Nigra	0.001046017	0.000624376	0.04693762	0.8526567	0.063781508	0.038071677	-0.0164
"AgeFirstBirth,Neuroticism"	Breast	-0.000881156	0.001134043	0.21857825	0.8526567	-0.05372903	0.069148988	-0.0164
"AgeFirstBirth,Neuroticism"	LCLs	-6.71E-05	0.000586342	0.45443114	0.9592816	-0.00409273	0.035752569	-0.0164
"AgeFirstBirth,Neuroticism"	Fibroblasts	-0.000131447	0.001163992	0.45504383	0.9592816	-0.008015077	0.070975124	-0.0164
"AgeFirstBirth,Neuroticism"	Sigmoid Intestine	-0.002146335	0.001195864	0.03634292	0.8526567	-0.130874108	0.07291856	-0.0164
"AgeFirstBirth,Neuroticism"	Transverse Intestine	-0.001405979	0.001011698	0.08230662	0.8526567	-0.08573044	0.061688902	-0.0164
"AgeFirstBirth,Neuroticism"	Esophagus Mucosa	-0.001179228	0.001106332	0.14323676	0.8526567	-0.07190413	0.067459262	-0.0164
"AgeFirstBirth,Neuroticism"	Esophagus Muscularis	-0.000453983	0.001202015	0.35283215	0.9592816	-0.027681912	0.073293566	-0.0164
"AgeFirstBirth,Neuroticism"	Heart A. Appen.	-0.002386231	0.00160109	0.06806233	0.8526567	-0.145501898	0.097627459	-0.0164
"AgeFirstBirth,Neuroticism"	Heart Left Vent.	-0.00112928	0.001343726	0.20033942	0.8526567	-0.06885852	0.08193449	-0.0164
"AgeFirstBirth,Neuroticism"	Liver	-0.000640524	0.000871236	0.23111208	0.8526567	-0.039056313	0.053124151	-0.0164
"AgeFirstBirth,Neuroticism"	Lung	0.000764113	0.001095874	0.24281892	0.8526567	0.046592256	0.066821579	-0.0164
"AgeFirstBirth,Neuroticism"	Min. Salivary Gland	-0.00042226	0.000703878	0.27428466	0.8914251	-0.025747584	0.042919411	-0.0164
"AgeFirstBirth,Neuroticism"	Muscle Skeletal	-0.000291045	0.001388328	0.41697544	0.9592816	-0.017746649	0.084654124	-0.0164
"AgeFirstBirth,Neuroticism"	Tibial Nerve	0.000232045	0.00133765	0.43114021	0.9592816	0.014149075	0.081564019	-0.0164
"AgeFirstBirth,Neuroticism"	Ovary	0.000823523	0.000928695	0.18760595	0.8526567	0.050214793	0.056627712	-0.0164
"AgeFirstBirth,Neuroticism"	Pancreas	0.000162635	0.000807761	0.42021635	0.9592816	0.009916749	0.049253735	-0.0164
"AgeFirstBirth,Neuroticism"	Pituitary	-0.001197889	0.001266415	0.17210246	0.8526567	-0.073041988	0.077220419	-0.0164
"AgeFirstBirth,Neuroticism"	Prostate	0.000260116	0.000974711	0.39478648	0.9592816	0.015860758	0.059433597	-0.0164
"AgeFirstBirth,Neuroticism"	Skin (sun unexposed)	-0.001140685	0.00139333	0.20648596	0.8526567	-0.06955394	0.08495917	-0.0164
"AgeFirstBirth,Neuroticism"	Skin (sun exposed)	0.002841733	0.001779859	0.05517681	0.8526567	0.17327643	0.108528002	-0.0164
"AgeFirstBirth,Neuroticism"	Spleen	0.00096199	0.000919867	0.14782829	0.8526567	0.058657927	0.056089421	-0.0164
"AgeFirstBirth,Neuroticism"	Stomach	0.000959999	0.001342455	0.23727145	0.8526567	0.058536527	0.081857012	-0.0164
"AgeFirstBirth,Neuroticism"	Testis	-2.71E-05	0.001112432	0.49027101	0.9928278	-0.001654361	0.067831223	-0.0164
"AgeFirstBirth,Neuroticism"	Thyroid	0.001286984	0.001265586	0.15459882	0.8526567	0.078474605	0.077169889	-0.0164
"AgeFirstBirth,Neuroticism"	Uterus	-0.001193007	0.000915999	0.09638799	0.8526567	-0.072744344	0.055853608	-0.0164
"AgeFirstBirth,Neuroticism"	Vagina	0.001193042	0.000683542	0.04045924	0.8526567	0.072746459	0.041679403	-0.0164
"AgeFirstBirth,Neuroticism"	Whole Blood	0.000794975	0.001186504	0.25142441	0.8526567	0.048474055	0.072347815	-0.0164
"AgeFirstBirth,Neuroticism"	AllTissues	-0.001835095	0.001182197	0.06029808	1	-0.111896067	0.072085154	-0.0164
"Medication Use,Neuroticism"	Adipose Sub.	-0.002724965	0.002510172	0.13883483	0.8996554	-0.064419979	0.059342126	0.0423
"Medication Use,Neuroticism"	Adipose Visc.	0.001497526	0.002159893	0.24405016	0.9591827	0.035402509	0.051061303	0.0423
"Medication Use,Neuroticism"	Adrenal Gland	0.000604052	0.001724404	0.36305819	0.9883081	0.014280196	0.040766055	0.0423
"Medication Use,Neuroticism"	Aorta Artery	-0.003079116	0.003164273	0.16525477	0.8996554	-0.072792345	0.074805506	0.0423
"Medication Use,Neuroticism"	Coronary Artery	-0.002023408	0.002032415	0.15972986	0.8996554	-0.047834713	0.048047623	0.0423
"Medication Use,Neuroticism"	Tibial Artery	7.17E-05	0.001892489	0.4848887	0.9883081	0.001695074	0.04473969	0.0423
"Medication Use,Neuroticism"	Brain Limbic	0.000696293	0.001707405	0.34170743	0.9871548	0.016460826	0.040364185	0.0423
"Medication Use,Neuroticism"	Brain Cortex	0.00026236	0.001278451	0.41870125	0.9883081	0.006202365	0.030223432	0.0423
"Medication Use,Neuroticism"	Brain Basal Ganglia	-0.001069332	0.001730385	0.26829636	0.9591827	-0.025279718	0.040907438	0.0423
"Medication Use,Neuroticism"	Brain Cereb.	0.001204992	0.001995272	0.27294715	0.9591827	0.028486814	0.04716955	0.0423
"Medication Use,Neuroticism"	Brain Spinal Cord	0.000610098	0.001220052	0.3085169	0.9591827	0.01442311	0.02884284	0.0423
"Medication Use,Neuroticism"	Brain Subst. Nigra	0.000114698	0.000977253	0.45328435	0.9883081	0.002711535	0.023102912	0.0423
"Medication Use,Neuroticism"	Breast	-0.000117878	0.002118543	0.47781387	0.9883081	-0.002786714	0.05008376	0.0423
"Medication Use,Neuroticism"	LCLs	0.001494624	0.001102354	0.08757388	0.8996554	0.035333904	0.026060386	0.0423
"Medication Use,Neuroticism"	Fibroblasts	0.000375212	0.002159322	0.43102549	0.9883081	0.008870267	0.051047796	0.0423
"Medication Use,Neuroticism"	Sigmoid Intestine	-0.000211303	0.001882032	0.45530313	0.9883081	-0.004995344	0.04449249	0.0423
"Medication Use,Neuroticism"	Transverse Intestine	0.002461074	0.001593781	0.06127318	0.8996554	0.058181415	0.037678035	0.0423
"Medication Use,Neuroticism"	Esophagus Mucosa	0.00168192	0.00247412	0.24831384	0.9591827	0.039761709	0.058489838	0.0423
"Medication Use,Neuroticism"	Esophagus Muscularis	0.001387019	0.00218464	0.26274813	0.9591827	0.032790056	0.051646344	0.0423
"Medication Use,Neuroticism"	Heart A. Appen.	-0.002298938	0.002100471	0.13687071	0.8996554	-0.054348422	0.049656524	0.0423
"Medication Use,Neuroticism"	Heart Left Vent.	0.004451731	0.002774041	0.05427088	0.8996554	0.105241862	0.065580155	0.0423
"Medication Use,Neuroticism"	Liver	-0.001042399	0.001923992	0.29398167	0.9591827	-0.024643012	0.045484455	0.0423
"Medication Use,Neuroticism"	Lung	0.000196568	0.001932219	0.45948488	0.9883081	0.004646989	0.045678933	0.0423
"Medication Use,Neuroticism"	Min. Salivary Gland	-7.42E-05	0.001131043	0.47386371	0.9883081	-0.001753007	0.026738609	0.0423
"Medication Use,Neuroticism"	Muscle Skeletal	0.003972244	0.001807796	0.01400003	0.8996554	0.093906477	0.042737492	0.0423
"Medication Use,Neuroticism"	Tibial Nerve	-0.00111439	0.002378834	0.31972757	0.9591827	-0.026344923	0.056237206	0.0423
"Medication Use,Neuroticism"	Ovary	0.000232319	0.001627846	0.44325741	0.9883081	0.005492173	0.038483345	0.0423
"Medication Use,Neuroticism"	Pancreas	-0.000293627	0.001597792	0.42709688	0.9883081	-0.006941526	0.037772865	0.0423
"Medication Use,Neuroticism"	Pituitary	-0.001961437	0.002042069	0.16839816	0.8996554	-0.046369669	0.048275864	0.0423
"Medication Use,Neuroticism"	Prostate	0.001107091	0.001560959	0.23908838	0.9591827	0.026172371	0.036902097	0.0423
"Medication Use,Neuroticism"	Skin (sun unexposed)	0.002969174	0.003003731	0.16145503	0.8996554	0.070193247	0.071010185	0.0423
"Medication Use,Neuroticism"	Skin (sun exposed)	-0.006447358	0.004713259	0.08566869	0.8996554	-0.152419809	0.111424571	0.0423
"Medication Use,Neuroticism"	Spleen	-0.002414411	0.001601501	0.06582932	0.8996554	-0.057078284	0.037860531	0.0423
"Medication Use,Neuroticism"	Stomach	0.002386256	0.002152517	0.13380389	0.8996554	0.056412666	0.050886935	0.0423
"Medication Use,Neuroticism"	Testis	-0.003927482	0.002240951	0.03983564	0.8996554	-0.092848282	0.052977556	0.0423
"Medication Use,Neuroticism"	Thyroid	0.001532176	0.002245596	0.24752387	0.9591827	0.03622165	0.053087384	0.0423
"Medication Use,Neuroticism"	Uterus	0.00077302	0.001469353	0.29941087	0.9591827	0.018274711	0.034736478	0.0423
"Medication Use,Neuroticism"	Vagina	-0.001045952	0.001109958	0.17301066	0.8996554	-0.024726994	0.026240141	0.0423
"Medication Use,Neuroticism"	Whole Blood	-1.95E-05	0.001332743	0.49415403	0.9883081	-0.000461709	0.031506929	0.0423
"Medication Use,Neuroticism"	AllTissues	0.000216469	0.00192614	0.45525908	1	0.005117475	0.045535222	0.0423
"MDD,Neuroticism"	Adipose Sub.	-0.00103131	0.001658234	0.266993043	0.8456692	-0.01525607	0.024530095	0.0676
"MDD,Neuroticism"	Adipose Visc.	-0.001957014	0.001692385	0.123766022	0.8456692	-0.028949916	0.025035283	0.0676
"MDD,Neuroticism"	Adrenal Gland	0.001469968	0.001230236	0.116069636	0.8456692	0.021745088	0.018198762	0.0676
"MDD,Neuroticism"	Aorta Artery	-0.001068711	0.001449941	0.230539238	0.8456692	-0.01580934	0.021448837	0.0676
"MDD,Neuroticism"	Coronary Artery	-0.002496224	0.001255979	0.023434989	0.8456692	-0.03692639	0.018579566	0.0676
"MDD,Neuroticism"	Tibial Artery	0.003114998	0.001739061	0.036630985	0.8456692	0.046079846	0.025725753	0.0676
"MDD,Neuroticism"	Brain Limbic	-0.000337165	0.001546761	0.413721775	0.9870086	-0.004987651	0.022881078	0.0676
"MDD,Neuroticism"	Brain Cortex	0.000753076	0.000996362	0.224876797	0.8456692	0.01114018	0.014739082	0.0676
"MDD,Neuroticism"	Brain Basal Ganglia	0.000161631	0.001440657	0.455335314	0.9870086	0.002390994	0.021311493	0.0676
"MDD,Neuroticism"	Brain Cereb.	0.001489282	0.001634254	0.181070892	0.8456692	0.022030795	0.024175353	0.0676
"MDD,Neuroticism"	Brain Spinal Cord	-0.001296311	0.001284919	0.156519441	0.8456692	-0.019176197	0.019007674	0.0676
"MDD,Neuroticism"	Brain Subst. Nigra	0.001152648	0.001166464	0.161538229	0.8456692	0.01705101	0.01725539	0.0676
"MDD,Neuroticism"	Breast	0.000978437	0.001432659	0.247318669	0.8456692	0.014473914	0.021193173	0.0676
"MDD,Neuroticism"	LCLs	1.55E-05	0.000735084	0.491610808	0.9870086	0.000228682	0.010874025	0.0676
"MDD,Neuroticism"	Fibroblasts	0.001769324	0.00158901	0.132752111	0.8456692	0.026173435	0.023506069	0.0676
"MDD,Neuroticism"	Sigmoid Intestine	-0.000956443	0.001568846	0.271047819	0.8456692	-0.014148558	0.023207785	0.0676
"MDD,Neuroticism"	Transverse Intestine	0.000392578	0.001259978	0.377681698	0.9819724	0.005807363	0.018638721	0.0676
"MDD,Neuroticism"	Esophagus Mucosa	-0.000382053	0.001552805	0.402825343	0.9870086	-0.005651678	0.022970495	0.0676
"MDD,Neuroticism"	Esophagus Muscularis	0.000875675	0.001765118	0.309911997	0.8953013	0.012953764	0.026111206	0.0676
"MDD,Neuroticism"	Heart A. Appen.	0.001233491	0.001679349	0.231320482	0.8456692	0.018246901	0.024842444	0.0676
"MDD,Neuroticism"	Heart Left Vent.	-0.000110345	0.001549792	0.471619272	0.9870086	-0.001632327	0.02292592	0.0676
"MDD,Neuroticism"	Liver	0.001849697	0.001237698	0.067527009	0.8456692	0.027362379	0.018309142	0.0676
"MDD,Neuroticism"	Lung	0.001476757	0.001484345	0.1598955	0.8456692	0.021845511	0.021957771	0.0676
"MDD,Neuroticism"	Min. Salivary Gland	-1.17E-05	0.000718613	0.493504322	0.9870086	-0.000173094	0.010630374	0.0676
"MDD,Neuroticism"	Muscle Skeletal	-8.62E-05	0.001490819	0.476939956	0.9870086	-0.00127547	0.022053537	0.0676
"MDD,Neuroticism"	Tibial Nerve	0.000538125	0.001416025	0.351963349	0.9804693	0.007960431	0.020947113	0.0676
"MDD,Neuroticism"	Ovary	-0.000316987	0.001008127	0.376596581	0.9819724	-0.00468916	0.014913127	0.0676
"MDD,Neuroticism"	Pancreas	-0.001394355	0.001240603	0.13052076	0.8456692	-0.02062655	0.01835212	0.0676
"MDD,Neuroticism"	Pituitary	0.001082939	0.001596561	0.248792404	0.8456692	0.016019809	0.023617768	0.0676
"MDD,Neuroticism"	Prostate	0.000591819	0.001103348	0.295846394	0.8875392	0.008754716	0.016321714	0.0676
"MDD,Neuroticism"	Skin (sun unexposed)	-0.001027165	0.001423635	0.23529833	0.8456692	-0.015194745	0.021059687	0.0676
"MDD,Neuroticism"	Skin (sun exposed)	-0.001137972	0.001708838	0.25272689	0.8456692	-0.016833904	0.025278667	0.0676
"MDD,Neuroticism"	Spleen	-0.000918913	0.001457614	0.264209021	0.8456692	-0.01359339	0.021562341	0.0676
"MDD,Neuroticism"	Stomach	0.001177791	0.001633347	0.235426982	0.8456692	0.017422943	0.024161943	0.0676
"MDD,Neuroticism"	Testis	0.001460795	0.001688722	0.193511113	0.8456692	0.021609397	0.02498109	0.0676
"MDD,Neuroticism"	Thyroid	0.000219986	0.001455941	0.439950337	0.9870086	0.003254225	0.021537593	0.0676
"MDD,Neuroticism"	Uterus	0.000107179	0.001107501	0.461452416	0.9870086	0.001585485	0.016383156	0.0676
"MDD,Neuroticism"	Vagina	-0.000990304	0.000836963	0.118362882	0.8456692	-0.014649462	0.012381113	0.0676
"MDD,Neuroticism"	Whole Blood	-0.000961113	0.001255208	0.221927206	0.8456692	-0.014217654	0.018568161	0.0676
"MDD,Neuroticism"	AllTissues	0.005431343	0.001698111	0.000690812	1	0.080345313	0.025119977	0.0676
"ADHD,Neuroticism"	Adipose Sub.	0.002063772	0.002558952	0.20997981	0.8568752	0.041776763	0.051800637	0.0494
"ADHD,Neuroticism"	Adipose Visc.	-0.00638988	0.002429726	0.00427078	0.3331211	-0.129349802	0.049184727	0.0494
"ADHD,Neuroticism"	Adrenal Gland	0.002119004	0.002229158	0.17090757	0.8568752	0.04289482	0.045124661	0.0494
"ADHD,Neuroticism"	Aorta Artery	0.001794958	0.002429262	0.22998682	0.8568752	0.036335178	0.049175338	0.0494
"ADHD,Neuroticism"	Coronary Artery	-0.000592222	0.002112831	0.38962452	0.8568752	-0.011988299	0.042769864	0.0494
"ADHD,Neuroticism"	Tibial Artery	-0.002550088	0.002682498	0.1708937	0.8568752	-0.051621219	0.05430157	0.0494
"ADHD,Neuroticism"	Brain Limbic	0.001771293	0.00219467	0.20980771	0.8568752	0.035856132	0.04442651	0.0494
"ADHD,Neuroticism"	Brain Cortex	-0.000732797	0.001954586	0.35386303	0.8568752	-0.014833955	0.039566518	0.0494
"ADHD,Neuroticism"	Brain Basal Ganglia	-0.001127295	0.001959578	0.28255283	0.8568752	-0.022819736	0.03966756	0.0494
"ADHD,Neuroticism"	Brain Cereb.	-0.001204753	0.002140179	0.28674416	0.8568752	-0.024387713	0.043323469	0.0494
"ADHD,Neuroticism"	Brain Spinal Cord	-0.001738363	0.001841426	0.17257692	0.8568752	-0.035189541	0.037275835	0.0494
"ADHD,Neuroticism"	Brain Subst. Nigra	0.002020443	0.001750828	0.12425152	0.8568752	0.040899659	0.035441861	0.0494
"ADHD,Neuroticism"	Breast	0.001614598	0.002201919	0.23169729	0.8568752	0.032684177	0.044573262	0.0494
"ADHD,Neuroticism"	LCLs	0.000669841	0.000965826	0.24398469	0.8568752	0.013559531	0.019551127	0.0494
"ADHD,Neuroticism"	Fibroblasts	3.55E-05	0.002346042	0.4939574	0.9879148	0.000719348	0.047490735	0.0494
"ADHD,Neuroticism"	Sigmoid Intestine	0.003582165	0.002400661	0.06782891	0.8568752	0.072513461	0.04859638	0.0494
"ADHD,Neuroticism"	Transverse Intestine	0.000469261	0.001709935	0.3918764	0.8568752	0.009499203	0.034614075	0.0494
"ADHD,Neuroticism"	Esophagus Mucosa	5.28E-05	0.002353627	0.49105427	0.9879148	0.001068447	0.047644261	0.0494
"ADHD,Neuroticism"	Esophagus Muscularis	0.000981097	0.002554459	0.3504625	0.8568752	0.019860254	0.051709702	0.0494
"ADHD,Neuroticism"	Heart A. Appen.	0.001117437	0.002600264	0.33369248	0.8568752	0.022620183	0.052636932	0.0494
"ADHD,Neuroticism"	Heart Left Vent.	0.00143922	0.002731925	0.29916087	0.8568752	0.029134012	0.05530212	0.0494
"ADHD,Neuroticism"	Liver	-0.002790838	0.002177131	0.09994092	0.8568752	-0.056494703	0.044071472	0.0494
"ADHD,Neuroticism"	Lung	-0.002093542	0.001824778	0.12563182	0.8568752	-0.042379388	0.036938833	0.0494
"ADHD,Neuroticism"	Min. Salivary Gland	-0.000501657	0.00147232	0.36665509	0.8568752	-0.010155002	0.029804049	0.0494
"ADHD,Neuroticism"	Muscle Skeletal	-0.002731908	0.001822731	0.0669628	0.8568752	-0.055301787	0.036897383	0.0494
"ADHD,Neuroticism"	Tibial Nerve	0.002413997	0.002535769	0.17055397	0.8568752	0.048866341	0.051331355	0.0494
"ADHD,Neuroticism"	Ovary	0.001715336	0.001670242	0.15221063	0.8568752	0.034723403	0.033810575	0.0494
"ADHD,Neuroticism"	Pancreas	0.001451966	0.001841041	0.21515368	0.8568752	0.029392018	0.037268027	0.0494
"ADHD,Neuroticism"	Pituitary	0.002202916	0.002015821	0.13723797	0.8568752	0.044593432	0.040806098	0.0494
"ADHD,Neuroticism"	Prostate	-0.000646368	0.002347884	0.39154359	0.8568752	-0.013084378	0.047528023	0.0494
"ADHD,Neuroticism"	Skin (sun unexposed)	-0.000516218	0.002181412	0.40646646	0.8568752	-0.010449764	0.044158145	0.0494
"ADHD,Neuroticism"	Skin (sun exposed)	-0.001662349	0.00262532	0.26330189	0.8568752	-0.033650799	0.053144123	0.0494
"ADHD,Neuroticism"	Spleen	-0.000555646	0.001801699	0.37888863	0.8568752	-0.011247889	0.036471642	0.0494
"ADHD,Neuroticism"	Stomach	0.002420372	0.002543319	0.17063504	0.8568752	0.048995384	0.051484195	0.0494
"ADHD,Neuroticism"	Testis	-0.002645343	0.002451221	0.14025068	0.8568752	-0.053549444	0.049619861	0.0494
"ADHD,Neuroticism"	Thyroid	0.001556791	0.002703021	0.28232624	0.8568752	0.031513988	0.054717026	0.0494
"ADHD,Neuroticism"	Uterus	-0.000360309	0.001445903	0.40160568	0.8568752	-0.007293705	0.029269283	0.0494
"ADHD,Neuroticism"	Vagina	-0.000477842	0.001257403	0.35196429	0.8568752	-0.009672911	0.02545351	0.0494
"ADHD,Neuroticism"	Whole Blood	-0.002401816	0.001735604	0.08320212	0.8568752	-0.048619765	0.035133683	0.0494
"ADHD,Neuroticism"	AllTissues	-0.000226453	0.002511741	0.46408095	1	-0.004584064	0.050844959	0.0494
"Neuroticism,Menopause Age"	Adipose Sub.	0.003990391	0.001668227	0.008378534	0.5624869	0.240385014	0.100495615	-0.0166
"Neuroticism,Menopause Age"	Adipose Visc.	-0.001167306	0.001425353	0.206404841	0.8245015	-0.070319644	0.085864647	-0.0166
"Neuroticism,Menopause Age"	Adrenal Gland	0.000206593	0.001025517	0.420172483	0.9639251	0.012445338	0.061778107	-0.0166
"Neuroticism,Menopause Age"	Aorta Artery	0.00135018	0.001718699	0.216055956	0.8245015	0.08133616	0.103536068	-0.0166
"Neuroticism,Menopause Age"	Coronary Artery	6.18E-06	0.001256099	0.498036017	0.9988182	0.000372516	0.075668605	-0.0166
"Neuroticism,Menopause Age"	Tibial Artery	-0.00138037	0.001575239	0.190435614	0.8245015	-0.083154814	0.094893939	-0.0166
"Neuroticism,Menopause Age"	Brain Limbic	9.07E-05	0.001561442	0.476845769	0.9988182	0.005462381	0.094062744	-0.0166
"Neuroticism,Menopause Age"	Brain Cortex	-0.000658683	0.001012244	0.257614888	0.8245015	-0.039679717	0.06097854	-0.0166
"Neuroticism,Menopause Age"	Brain Basal Ganglia	-0.000511191	0.001552464	0.370973015	0.933416	-0.03079465	0.093521909	-0.0166
"Neuroticism,Menopause Age"	Brain Cereb.	-0.000288926	0.001977063	0.441905788	0.9848186	-0.01740519	0.119100157	-0.0166
"Neuroticism,Menopause Age"	Brain Spinal Cord	-0.000889282	0.001423102	0.266021759	0.8245015	-0.053571185	0.085729038	-0.0166
"Neuroticism,Menopause Age"	Brain Subst. Nigra	0.001190615	0.001099159	0.139358531	0.8245015	0.071723814	0.066214389	-0.0166
"Neuroticism,Menopause Age"	Breast	-0.000700353	0.001897221	0.35600912	0.9256237	-0.042189955	0.114290424	-0.0166
"Neuroticism,Menopause Age"	LCLs	-0.000472639	0.000759151	0.266777434	0.8245015	-0.02847222	0.045731993	-0.0166
"Neuroticism,Menopause Age"	Fibroblasts	-0.003956066	0.002084291	0.028845482	0.5624869	-0.238317216	0.125559714	-0.0166
"Neuroticism,Menopause Age"	Sigmoid Intestine	0.001506971	0.001653292	0.181016685	0.8245015	0.090781399	0.099595897	-0.0166
"Neuroticism,Menopause Age"	Transverse Intestine	-0.001478773	0.001428883	0.150354248	0.8245015	-0.089082712	0.086077303	-0.0166
"Neuroticism,Menopause Age"	Esophagus Mucosa	4.77E-05	0.001627697	0.488306143	0.9988182	0.002874587	0.098054035	-0.0166
"Neuroticism,Menopause Age"	Esophagus Muscularis	0.001224434	0.001844039	0.253346611	0.8245015	0.073761054	0.111086686	-0.0166
"Neuroticism,Menopause Age"	Heart A. Appen.	-0.001063841	0.001722107	0.268368332	0.8245015	-0.064086794	0.103741393	-0.0166
"Neuroticism,Menopause Age"	Heart Left Vent.	-0.003271553	0.003117852	0.147020666	0.8245015	-0.197081519	0.187822391	-0.0166
"Neuroticism,Menopause Age"	Liver	0.001054525	0.001622702	0.257892166	0.8245015	0.063525604	0.097753143	-0.0166
"Neuroticism,Menopause Age"	Lung	-0.001226474	0.002676201	0.323372352	0.900823	-0.073883959	0.161216899	-0.0166
"Neuroticism,Menopause Age"	Min. Salivary Gland	-0.000585412	0.000975973	0.27431185	0.8245015	-0.03526577	0.058793553	-0.0166
"Neuroticism,Menopause Age"	Muscle Skeletal	-0.001357284	0.001435524	0.172202464	0.8245015	-0.081764106	0.086477334	-0.0166
"Neuroticism,Menopause Age"	Tibial Nerve	-0.001550694	0.001571857	0.161934989	0.8245015	-0.093415313	0.094690187	-0.0166
"Neuroticism,Menopause Age"	Ovary	0.001365983	0.001247758	0.13681303	0.8245015	0.08228816	0.075166148	-0.0166
"Neuroticism,Menopause Age"	Pancreas	0.002543926	0.001295309	0.024767772	0.5624869	0.15324857	0.078030671	-0.0166
"Neuroticism,Menopause Age"	Pituitary	0.000530455	0.001382556	0.350608837	0.9256237	0.031955133	0.083286494	-0.0166
"Neuroticism,Menopause Age"	Prostate	-0.00117067	0.00117529	0.159608219	0.8245015	-0.070522308	0.070800599	-0.0166
