Trait	Tissue	TCSC_h2ge(t')	TCSC_JKSE	TCSC_JKP	TCSC_FDR	pi_(t')	pi_(t')_SE
Brainstem Vol	Vagina	-0.008076717	0.005872304	0.915494935	0.979714153	-0.02795679	0.020326425
Brainstem Vol	Whole Blood	0.002325128	0.008029016	0.386064706	0.716977312	0.008048211	0.027791679
Brainstem Vol	AllTissues	0.068051615	0.013469434	2.18E-07	NA	0.235554224	0.046623169
Cereb. Cortex Width	Adipose Sub.	0.002209918	0.010263318	0.414758137	0.723368093	0.008925357	0.041451205
Cereb. Cortex Width	Adipose Visc.	-0.000627709	0.009643227	0.525950139	0.820482217	-0.002535175	0.038946796
Cereb. Cortex Width	Adrenal Gland	-0.009412737	0.006557591	0.924412798	0.972201159	-0.038015902	0.026484617
Cereb. Cortex Width	Aorta Artery	-0.0131515	0.010531568	0.89412529	0.972201159	-0.053115913	0.042534604
Cereb. Cortex Width	Coronary Artery	-0.008872175	0.007685885	0.875820934	0.972201159	-0.035832692	0.031041539
Cereb. Cortex Width	Tibial Artery	0.01132234	0.012236013	0.177397335	0.531862825	0.045728354	0.049418468
Cereb. Cortex Width	Brain Limbic	0.00542898	0.008237797	0.25493727	0.621409597	0.021926415	0.033270585
Cereb. Cortex Width	Brain Cortex	-0.008004616	0.006392188	0.894760588	0.972201159	-0.032328822	0.02581659
Cereb. Cortex Width	Brain Basal Ganglia	0.003035662	0.009538719	0.375149059	0.723368093	0.012260347	0.038524711
Cereb. Cortex Width	Brain Cereb.	0.001690122	0.008382572	0.42010559	0.723368093	0.006826019	0.0338553
Cereb. Cortex Width	Brain Spinal Cord	0.019662724	0.00857827	0.010948353	0.391769065	0.079413262	0.034645679
Cereb. Cortex Width	Brain Subst. Nigra	0.005651018	0.006846118	0.204562625	0.531862825	0.022823176	0.027649911
Cereb. Cortex Width	Breast	0.008526963	0.009430336	0.182943185	0.531862825	0.03443846	0.038086978
Cereb. Cortex Width	LCLs	-0.004751579	0.005126748	0.822990324	0.972201159	-0.019190545	0.020705767
Cereb. Cortex Width	Fibroblasts	0.0167413	0.01114323	0.066500264	0.517686172	0.067614299	0.045004969
Cereb. Cortex Width	Sigmoid Intestine	0.010926103	0.012004601	0.181369186	0.531862825	0.044128039	0.04848385
Cereb. Cortex Width	Transverse Intestine	-0.008638368	0.007024644	0.890599617	0.972201159	-0.0348884	0.028370937
Cereb. Cortex Width	Esophagus Mucosa	0.010062506	0.010256721	0.163280445	0.531862825	0.040640169	0.04142456
Cereb. Cortex Width	Esophagus Muscularis	3.92E-05	0.011782519	0.498674222	0.810345611	0.000158143	0.047586911
Cereb. Cortex Width	Heart A. Appen.	1.23E-02	0.009328041	0.092918031	0.517686172	0.049842405	0.037673834
Cereb. Cortex Width	Heart Left Vent.	-0.00400876	0.007946985	0.693023152	0.962153524	-0.01619047	0.032096061
Cereb. Cortex Width	Liver	0.001231509	0.006315477	0.42269706	0.723368093	0.004973783	0.025506774
Cereb. Cortex Width	Lung	-0.00936983	0.008720211	0.858699725	0.972201159	-0.03784261	0.035218948
Cereb. Cortex Width	Min. Salivary Gland	-0.009735658	0.006013496	0.947272925	0.972201159	-0.039320104	0.024287141
Cereb. Cortex Width	Muscle Skeletal	-0.00436118	0.007659659	0.715447493	0.962153524	-0.017613814	0.030935616
Cereb. Cortex Width	Tibial Nerve	0.014281078	0.012483052	0.126304067	0.531862825	0.05767802	0.050416202
Cereb. Cortex Width	Ovary	-0.002808997	0.007621063	0.643780864	0.929905693	-0.0113449	0.030779738
Cereb. Cortex Width	Pancreas	0.018199575	0.009175697	0.023658352	0.391769065	0.073503938	0.037058549
Cereb. Cortex Width	Pituitary	0.002484567	0.008132541	0.379989162	0.723368093	0.010034598	0.032845481
Cereb. Cortex Width	Prostate	-0.021065788	0.006249994	0.99962488	0.99962488	-0.085079919	0.025242302
Cereb. Cortex Width	Skin (sun unexposed)	-0.002899415	0.01115444	0.602542538	0.903813807	-0.011710075	0.045050241
Cereb. Cortex Width	Skin (sun exposed)	0.017500136	0.010982234	0.055524588	0.517686172	0.070679062	0.044354742
Cereb. Cortex Width	Spleen	-0.011102768	0.007811617	0.922387401	0.972201159	-0.044841551	0.03154934
Cereb. Cortex Width	Stomach	0.007212022	0.008591017	0.200598869	0.531862825	0.029127713	0.034697161
Cereb. Cortex Width	Testis	0.022635252	0.012047735	0.030136082	0.391769065	0.091418628	0.048658055
Cereb. Cortex Width	Thyroid	0.006996137	0.011869041	0.277781694	0.637263885	0.028255803	0.047936355
Cereb. Cortex Width	Uterus	0.002230241	0.012053228	0.426601696	0.723368093	0.009007436	0.048680242
Cereb. Cortex Width	Vagina	0.008813268	0.006285916	0.080447792	0.517686172	0.035594782	0.025387383
Cereb. Cortex Width	Whole Blood	8.52E-03	0.007067599	0.114098076	0.531862825	0.03439656	0.028544424
Cereb. Cortex Width	AllTissues	0.098927064	0.010814127	2.90E-20	NA	0.399543876	0.043675795
LDL	Adipose Sub.	0.000460425	0.006212053	0.470458213	0.873708111	0.004461487	0.060194315
LDL	Adipose Visc.	-0.006037487	0.005342295	0.870789213	0.979006822	-0.058502778	0.051766428
LDL	Adrenal Gland	-0.005827387	0.003972527	0.928801344	0.979006822	-0.05646693	0.038493482
LDL	Aorta Artery	0.004824187	0.007150042	2.50E-01	0.749792379	0.046745999	0.069283349
LDL	Coronary Artery	-0.000293157	0.006707334	0.517430978	0.878718796	-0.002840666	0.06499355
LDL	Tibial Artery	-0.003880451	0.005168357	0.773616296	0.979006822	-0.037601269	0.050080982
LDL	Brain Limbic	-0.004645607	0.003982248	0.878309841	0.979006822	-0.045015577	0.03858767
LDL	Brain Cortex	0.007436513	0.008554336	0.192334209	0.716958803	0.072059239	0.082890854
LDL	Brain Basal Ganglia	0.001949576	0.004738612	0.340381062	0.800308759	0.018891237	0.045916782
LDL	Brain Cereb.	-0.004540263	0.006455037	0.759086609	0.979006822	-0.043994797	0.062548809
LDL	Brain Spinal Cord	0.00559231	0.003501167	0.055102738	0.530441093	0.054189051	0.033926037
LDL	Brain Subst. Nigra	-0.000751036	0.003589984	0.582855193	0.921361342	-0.007277482	0.034786668
LDL	Breast	-0.008859488	0.006320133	0.919510742	0.979006822	-0.085847755	0.061241604
LDL	LCLs	-7.84E-03	2.65E-03	0.99847018	0.99847018	-0.075925098	0.025635808
LDL	Fibroblasts	8.33E-03	1.00E-02	0.203215412	0.716958803	0.080730053	0.097242751
LDL	Sigmoid Intestine	0.001415036	0.006248001	0.410414748	0.800308759	0.013711591	0.060542649
LDL	Transverse Intestine	-0.005826352	0.007735746	0.774326906	0.979006822	-0.0564569	0.074958778
LDL	Esophagus Mucosa	0.011651517	4.82E-03	0.007804215	0.152182189	0.112902296	0.046693489
LDL	Esophagus Muscularis	0.012834285	0.009192175	0.081324344	0.530441093	0.124363227	0.08907146
LDL	Heart A. Appen.	0.003525177	0.010145244	0.364118786	0.800308759	0.034158693	0.098306629
LDL	Heart Left Vent.	0.006117863	0.006710135	0.180954175	0.716958803	0.059281621	0.065020686
LDL	Liver	0.020909967	0.00519706	2.87E-05	0.001118491	0.202615957	0.050359108
LDL	Lung	0.005300279	0.00945301	0.287501866	0.800308759	0.051359297	0.09159893
LDL	Min. Salivary Gland	-0.007609635	0.003805883	0.977219609	0.99847018	-0.073736772	0.036878714
LDL	Muscle Skeletal	0.007212341	0.005172556	0.081606322	0.530441093	0.069887029	0.050121667
LDL	Tibial Nerve	-0.010149894	0.007053281	0.924929194	0.979006822	-0.098351682	0.068345749
LDL	Ovary	0.001334993	0.00480079	0.390476351	0.800308759	0.012935977	0.046519287
LDL	Pancreas	-0.001276687	0.004396461	0.614240895	0.921361342	-0.012370994	0.04260137
LDL	Pituitary	-0.002417449	0.004102986	0.722133993	0.979006822	-0.023424895	0.039757613
LDL	Prostate	-0.005152143	0.00457897	0.869742588	0.979006822	-0.049923864	0.04436986
LDL	Skin (sun unexposed)	-0.00030695	0.006719047	0.518218777	0.878718796	-0.002974323	0.06510704
LDL	Skin (sun exposed)	0.012722857	0.013916681	0.180301597	0.716958803	0.123283498	0.134851562
LDL	Spleen	0.003278943	0.01041747	0.376474135	0.800308759	0.0317727	0.100944474
LDL	Stomach	0.013276896	0.006316827	0.017784092	0.231193198	0.128652095	0.061209567
LDL	Testis	0.002425377	0.0054193	0.327241036	0.800308759	0.023501717	0.052512598
LDL	Thyroid	0.004223236	0.005483587	0.220602709	0.716958803	0.040922827	0.053135538
LDL	Uterus	-0.000957302	0.003418976	0.61026002	0.921361342	-0.009276187	0.033129617
LDL	Vagina	-0.005202158	0.004248748	0.889598908	0.979006822	-0.050408511	0.041170042
LDL	Whole Blood	6.71E-03	0.00825481	0.208079858	0.716958803	0.065038767	0.079988472
LDL	AllTissues	0.059966205	0.011619616	1.23E-07	NA	0.581067879	0.112593174
Basophil Count	Adipose Sub.	0.001623372	0.003058955	0.297815073	0.741259051	0.037752842	0.071138491
Basophil Count	Adipose Visc.	-2.50E-03	0.00279941	0.81375541	0.998566289	-0.058059785	0.06510255
Basophil Count	Adrenal Gland	0.002330322	0.002443295	0.170102036	0.741259051	0.054193528	0.056820802
Basophil Count	Aorta Artery	0.001307474	0.002222665	2.78E-01	0.741259051	0.030406368	0.051689883
Basophil Count	Coronary Artery	-0.004614007	0.001547491	0.998566289	0.998566289	-0.107302493	0.035988171
Basophil Count	Tibial Artery	-9.31E-04	0.002795908	0.630486613	0.910702885	-0.021661289	0.065021107
Basophil Count	Brain Limbic	0.00132252	0.002161981	0.270362557	0.741259051	0.030756283	0.050278627
Basophil Count	Brain Cortex	-0.001929201	0.001108471	9.59E-01	0.998566289	-0.04486515	0.025778394
Basophil Count	Brain Basal Ganglia	0.000739585	0.00216172	3.66E-01	0.741259051	0.017199661	0.05027256
Basophil Count	Brain Cereb.	-0.002371525	0.001400974	0.954750202	0.998566289	-0.055151738	0.032580797
Basophil Count	Brain Spinal Cord	0.000272727	0.000893801	0.380132847	0.741259051	0.006342493	0.020786069
Basophil Count	Brain Subst. Nigra	0.00052036	0.001332844	0.34811552	0.741259051	0.012101393	0.030996375
Basophil Count	Breast	-0.000474431	0.001972492	0.595037862	0.910702885	-0.011033284	0.045871916
Basophil Count	LCLs	-0.001439389	0.000874184	0.950174757	0.998566289	-0.033474152	0.020329868
Basophil Count	Fibroblasts	0.003241599	0.002213774	0.071557899	0.741259051	0.07538602	0.051483123
Basophil Count	Sigmoid Intestine	-0.002937353	0.001931613	0.935829135	0.998566289	-0.06831054	0.044921233
Basophil Count	Transverse Intestine	-2.93E-03	1.36E-03	0.984272592	0.998566289	-0.068223632	0.031713174
Basophil Count	Esophagus Mucosa	0.001672319	0.001503636	0.133029609	0.741259051	0.038891139	0.034968272
Basophil Count	Esophagus Muscularis	-0.000182488	0.002026542	0.53587581	0.87079819	-0.004243902	0.047128877
Basophil Count	Heart A. Appen.	0.001291666	0.002059461	0.265268404	0.741259051	0.030038755	0.047894433
Basophil Count	Heart Left Vent.	-0.001814705	0.002267808	0.788203151	0.998566289	-0.042202432	0.052739714
Basophil Count	Liver	-0.000371389	0.001209235	0.620626646	0.910702885	-0.00863695	0.028121753
Basophil Count	Lung	0.008442011	0.00564285	0.067319725	0.741259051	0.196325846	0.131229072
Basophil Count	Min. Salivary Gland	-0.001846327	0.001289593	0.92388695	0.998566289	-0.042937841	0.029990546
Basophil Count	Muscle Skeletal	0.001131716	0.002199487	0.303438632	0.741259051	0.026318967	0.051150872
Basophil Count	Tibial Nerve	0.00477306	0.005977451	0.21228699	0.741259051	0.111001404	0.139010478
Basophil Count	Ovary	9.25E-04	0.002159953	0.334206935	0.741259051	0.021515436	0.050231463
Basophil Count	Pancreas	-9.46E-05	0.001727867	0.521831979	0.87079819	-0.002200098	0.040182965
Basophil Count	Pituitary	6.86E-04	0.001768741	0.34897286	0.741259051	0.01596371	0.04113351
Basophil Count	Prostate	-0.001084791	0.001507452	0.764120173	0.998566289	-0.02522769	0.035057013
Basophil Count	Skin (sun unexposed)	0.001466544	0.002151353	0.247719222	0.741259051	0.034105684	0.050031476
Basophil Count	Skin (sun exposed)	0.001774383	0.002348724	0.224984486	0.741259051	0.041264718	0.054621487
Basophil Count	Spleen	0.001083835	0.002334487	0.321226659	0.741259051	0.025205474	0.054290388
Basophil Count	Stomach	-0.001061432	0.001636766	0.741667219	0.998566289	-0.024684475	0.038064314
Basophil Count	Testis	0.00096996	0.001768246	0.291659431	0.741259051	0.022557198	0.041121995
Basophil Count	Thyroid	6.46E-05	0.002083801	0.487626723	0.864429191	0.001503253	0.048460483
Basophil Count	Uterus	0.000207854	0.001093033	0.424591	0.788526143	0.004833803	0.025419365
Basophil Count	Vagina	-0.000955009	0.000826455	0.876067185	0.998566289	-0.022209516	0.019219881
Basophil Count	Whole Blood	0.013954512	0.003686486	7.68E-05	0.002993517	0.324523545	0.085732231
Basophil Count	AllTissues	0.02226379	0.003119602	4.78E-13	NA	0.517762553	0.072548874
Ischemic Stroke	Adipose Sub.	0.000464742	0.000787431	0.277528206	0.882504201	0.027828872	0.047151577
Ischemic Stroke	Adipose Visc.	0.000557059	0.000952741	0.279377776	0.882504201	0.033356833	0.057050368
Ischemic Stroke	Adrenal Gland	-0.000966863	0.000423875	0.988726088	0.995896967	-0.057896016	0.02538174
Ischemic Stroke	Aorta Artery	6.36E-04	0.000813476	0.217138648	0.882504201	0.038086896	0.048711118
Ischemic Stroke	Coronary Artery	-8.16E-04	0.00034672	0.990702055	0.995896967	-0.048863264	0.020761653
Ischemic Stroke	Tibial Artery	0.000574288	0.000705039	0.207665456	0.882504201	0.034388525	0.042217908
Ischemic Stroke	Brain Limbic	0.000247288	0.000604908	0.341342298	0.882504201	0.014807659	0.036222035
Ischemic Stroke	Brain Cortex	2.20E-05	0.000353922	0.47519457	0.882504201	0.001318586	0.021192955
Ischemic Stroke	Brain Basal Ganglia	-0.000393921	0.000536886	0.768438468	0.995896967	-0.023588069	0.032148861
Ischemic Stroke	Brain Cereb.	0.000597254	0.001093903	0.29253838	0.882504201	0.035763715	0.065503198
Ischemic Stroke	Brain Spinal Cord	0.000734114	0.000823581	0.186365825	0.882504201	0.043958919	0.049316228
Ischemic Stroke	Brain Subst. Nigra	0.000280676	0.00037851	0.229186974	0.882504201	0.016806921	0.022665284
Ischemic Stroke	Breast	-0.000535648	0.000648339	0.795650754	0.995896967	-0.032074753	0.03882267
Ischemic Stroke	LCLs	-0.000812313	0.00030729	0.995896967	0.995896967	-0.048641493	0.018400612
Ischemic Stroke	Fibroblasts	0.001590727	0.000837996	0.028831449	0.882504201	0.095253131	0.050179393
Ischemic Stroke	Sigmoid Intestine	9.95E-05	0.000606336	0.434816034	0.882504201	0.005959011	0.036307573
Ischemic Stroke	Transverse Intestine	-7.15E-04	0.00046087	0.939518674	0.995896967	-0.042795943	0.02759701
Ischemic Stroke	Esophagus Mucosa	0.000548338	0.001026388	0.296587448	0.882504201	0.032834635	0.061460357
Ischemic Stroke	Esophagus Muscularis	8.60E-05	0.000689272	0.450337247	0.882504201	0.005151352	0.041273771
Ischemic Stroke	Heart A. Appen.	0.000315905	0.000682469	0.321723444	0.882504201	0.018916446	0.040866416
Ischemic Stroke	Heart Left Vent.	-0.000424361	0.000534457	0.786403469	0.995896967	-0.025410824	0.032003392
Ischemic Stroke	Liver	9.31E-05	0.000431781	0.414684598	0.882504201	0.005572065	0.02585517
Ischemic Stroke	Lung	0.000170016	0.000947844	0.428823075	0.882504201	0.010180604	0.056757143
Ischemic Stroke	Min. Salivary Gland	0.000206579	0.000363694	0.285017039	0.882504201	0.012369973	0.021778071
Ischemic Stroke	Muscle Skeletal	-0.00044645	0.000480457	0.823612292	0.995896967	-0.026733526	0.028769877
Ischemic Stroke	Tibial Nerve	-0.000464295	0.00072826	0.738113155	0.995896967	-0.027802069	0.043608407
Ischemic Stroke	Ovary	-0.00047146	0.000364726	0.901932489	0.995896967	-0.02823112	0.021839865
Ischemic Stroke	Pancreas	-0.000599708	0.000544678	0.864558835	0.995896967	-0.035910666	0.032615433
Ischemic Stroke	Pituitary	-5.62E-04	0.000481108	0.878768983	0.995896967	-0.033673368	0.028808848
Ischemic Stroke	Prostate	-5.75E-04	0.000417478	0.91584163	0.995896967	-0.034438991	0.024998676
Ischemic Stroke	Skin (sun unexposed)	-9.33E-05	0.001599183	0.523261386	0.887269307	-0.005586676	0.095759445
Ischemic Stroke	Skin (sun exposed)	8.35E-05	0.00077199	0.456934833	0.882504201	0.004999856	0.046226959
Ischemic Stroke	Spleen	-0.000109351	0.000525514	0.582418483	0.946430036	-0.00654798	0.0314679
Ischemic Stroke	Stomach	1.08E-03	0.000640797	0.046202474	0.882504201	0.064572603	0.038371076
Ischemic Stroke	Testis	-0.000585063	0.000728642	0.788998164	0.995896967	-0.035033721	0.043631264
Ischemic Stroke	Thyroid	-0.001196337	0.000576213	0.981062579	0.995896967	-0.07163695	0.034503767
Ischemic Stroke	Uterus	0.000323845	0.000368177	0.189540105	0.882504201	0.019391932	0.022046501
Ischemic Stroke	Vagina	0.000456651	0.000309869	0.070282394	0.882504201	0.027344351	0.018555009
Ischemic Stroke	Whole Blood	-2.45E-06	0.000550392	0.501778999	0.887269307	-0.000146968	0.032957582
Ischemic Stroke	AllTissues	-0.000603697	0.000600474	0.842640157	NA	-0.036149512	0.035956497
Anorexia	Adipose Sub.	-0.00209839	0.008538736	0.597061938	0.976596799	-0.008899027	0.036211774
Anorexia	Adipose Visc.	0.010051075	0.01047664	0.168683755	0.704624691	0.042625424	0.044430193
Anorexia	Adrenal Gland	-0.007570996	0.006699014	0.870796779	0.989901869	-0.0321077	0.02840973
Anorexia	Aorta Artery	0.010730383	0.009803654	0.136861521	0.704624691	0.04550629	0.04157614
Anorexia	Coronary Artery	-0.005493629	0.005797948	0.828311199	0.989901869	-0.023297835	0.024588415
Anorexia	Tibial Artery	8.09E-03	0.009227497	0.190200688	0.704624691	0.034325544	0.039132726
Anorexia	Brain Limbic	3.71E-03	0.006125658	0.272500938	0.88562805	0.015723733	0.025978194
Anorexia	Brain Cortex	0.005231921	0.005070898	0.151093585	0.704624691	0.022187962	0.021505081
Anorexia	Brain Basal Ganglia	0.009764677	0.00681804	0.076045821	0.704624691	0.041410845	0.028914506
Anorexia	Brain Cereb.	-0.00288081	0.007421017	0.651064533	0.976596799	-0.012217174	0.031471657
Anorexia	Brain Spinal Cord	0.001177459	0.004765953	0.402432267	0.93493051	0.004993466	0.020211843
Anorexia	Brain Subst. Nigra	-0.009114286	0.003924036	0.989901869	0.989901869	-0.038652611	0.016641373
Anorexia	Breast	0.008245679	0.00901726	0.180244693	0.704624691	0.034968954	0.038241135
Anorexia	LCLs	0.00511519	0.004532478	0.129540974	0.704624691	0.021692918	0.019221705
Anorexia	Fibroblasts	-0.003045808	0.011051788	0.6085701	0.976596799	-0.012916914	0.046869332
Anorexia	Sigmoid Intestine	-0.005369431	0.006963995	0.779654669	0.989901869	-0.022771124	0.029533481
Anorexia	Transverse Intestine	-0.00010969	0.007066222	0.50619258	0.93493051	-0.000465182	0.029967013
Anorexia	Esophagus Mucosa	-8.11E-03	0.00960451	0.800834032	0.989901869	-0.034402071	0.040731595
Anorexia	Esophagus Muscularis	0.002149452	0.009563244	0.411082292	0.93493051	0.009115572	0.040556591
Anorexia	Heart A. Appen.	0.001213519	0.008643142	0.444170964	0.93493051	0.005146393	0.036654547
Anorexia	Heart Left Vent.	0.003508997	0.007196744	0.312923271	0.917208539	0.014881241	0.030520542
Anorexia	Liver	-0.000486961	0.007085401	0.527396698	0.93493051	-0.002065145	0.03004835
Anorexia	Lung	0.000244954	0.007581959	0.48711344	0.93493051	0.00103882	0.032154193
Anorexia	Min. Salivary Gland	0.006462369	0.004744832	0.086602024	0.704624691	0.027406144	0.020122274
Anorexia	Muscle Skeletal	-0.007037373	0.005963459	0.881016307	0.989901869	-0.029844671	0.025290325
Anorexia	Tibial Nerve	-0.014617261	0.009206996	0.943814476	0.989901869	-0.06199008	0.039045783
Anorexia	Ovary	0.005754093	0.00539481	0.143076755	0.704624691	0.024402429	0.022878755
Anorexia	Pancreas	-0.003981165	0.006317704	0.735705053	0.989901869	-0.01688365	0.02679264
Anorexia	Pituitary	0.000401575	0.008132026	0.480307463	0.93493051	0.001703033	0.034486964
Anorexia	Prostate	-0.005355775	0.005951995	0.815894262	0.989901869	-0.022713212	0.025241709
Anorexia	Skin (sun unexposed)	-0.020924648	0.015099257	0.917096998	0.989901869	-0.088738963	0.064034167
Anorexia	Skin (sun exposed)	0.033918515	0.025116917	0.088439834	0.704624691	0.143844423	0.106517884
Anorexia	Spleen	0.003026648	0.007336024	0.339959634	0.917208539	0.012835656	0.031111214
Anorexia	Stomach	-0.006880652	0.007067688	0.834856631	0.989901869	-0.029180034	0.029973231
Anorexia	Testis	-0.002682392	0.007553612	0.638747854	0.976596799	-0.01137571	0.03203398
Anorexia	Thyroid	3.15E-03	0.00834453	0.352772515	0.917208539	0.013371276	0.035388166
Anorexia	Uterus	-0.007948668	0.003948873	0.977937182	0.989901869	-0.033709364	0.016746704
Anorexia	Vagina	0.004006453	0.004735036	0.198740298	0.704624691	0.016990894	0.020080729
Anorexia	Whole Blood	-0.01114357	0.006055284	0.96713827	0.989901869	-0.047258566	0.025679746
Anorexia	AllTissues	0.001104012	0.00848189	0.448219483	NA	0.004681986	0.035970697
Alzheimer's	Adipose Sub.	-0.000295399	0.002089489	0.556212593	0.785680157	-0.012956079	0.091644264
Alzheimer's	Adipose Visc.	-0.000104113	0.001030862	0.540223299	0.785680157	-0.004566368	0.045213226
Alzheimer's	Adrenal Gland	8.96E-05	0.001659255	0.478478186	0.785680157	0.003927877	0.072774342
Alzheimer's	Aorta Artery	-0.002697129	0.001144647	0.990770947	0.991113607	-0.118295114	0.050203801
Alzheimer's	Coronary Artery	0.00044484	0.000795415	0.287993605	0.716063983	0.019510544	0.034886623
Alzheimer's	Tibial Artery	-0.000397803	0.00187016	0.584223706	0.785680157	-0.017447504	0.082024553
Alzheimer's	Brain Limbic	0.001245535	0.000918695	0.087586912	0.613486226	0.054628741	0.040293654
Alzheimer's	Brain Cortex	-0.001899424	0.001317798	0.92525872	0.991113607	-0.08330806	0.057798169
Alzheimer's	Brain Basal Ganglia	0.000348802	0.00153546	0.410147921	0.785680157	0.015298334	0.067344743
Alzheimer's	Brain Cereb.	0.002166697	0.001632172	0.09217281	0.613486226	0.095030574	0.071586492
Alzheimer's	Brain Spinal Cord	0.001738158	0.000816315	0.016615819	0.613486226	0.076235006	0.035803294
Alzheimer's	Brain Subst. Nigra	-0.001625555	0.000685796	0.991113607	0.991113607	-0.071296293	0.030078786
Alzheimer's	Breast	-0.003804319	0.003023509	0.895848702	0.991113607	-0.16685611	0.132610025
Alzheimer's	LCLs	-0.000267238	0.001337063	0.579208804	0.785680157	-0.011720985	0.058643096
Alzheimer's	Fibroblasts	-0.000372377	0.002102169	0.570300571	0.785680157	-0.01633233	0.092200412
Alzheimer's	Sigmoid Intestine	-0.002085307	0.001053703	0.97609355	0.991113607	-0.091460845	0.046215043
Alzheimer's	Transverse Intestine	-0.00066169	0.00182362	0.641639324	0.809660375	-0.029021487	0.079983353
Alzheimer's	Esophagus Mucosa	0.001614438	0.001228418	0.094382496	0.613486226	0.070808692	0.053877997
Alzheimer's	Esophagus Muscularis	0.002112275	0.002443738	0.193694438	0.716063983	0.092643634	0.10718148
Alzheimer's	Heart A. Appen.	-0.000131305	0.001163376	0.544931541	0.785680157	-0.005759009	0.051025259
Alzheimer's	Heart Left Vent.	-0.000216781	0.001670444	0.551627527	0.785680157	-0.009507932	0.073265104
Alzheimer's	Liver	0.002900994	0.00213107	0.086711747	0.613486226	0.127236593	0.093467973
Alzheimer's	Lung	0.005638106	0.0054417	0.150079462	0.716063983	0.247285336	0.238671066
Alzheimer's	Min. Salivary Gland	-0.002119196	0.000995577	0.983356735	0.991113607	-0.092947179	0.043665666
Alzheimer's	Muscle Skeletal	0.000579893	0.001229626	0.318605632	0.716063983	0.025433925	0.053930968
Alzheimer's	Tibial Nerve	0.002228587	0.002311833	0.167525131	0.716063983	0.09774506	0.1013962
Alzheimer's	Ovary	0.001117259	0.001900507	0.278308419	0.716063983	0.049002583	0.083355582
Alzheimer's	Pancreas	0.000512865	0.001169437	0.330491069	0.716063983	0.022494093	0.051291081
Alzheimer's	Pituitary	0.001629816	0.002281335	0.237485781	0.716063983	0.071483172	0.100058548
Alzheimer's	Prostate	-0.001044087	0.001463197	0.762252078	0.92899472	-0.045793298	0.064175317
Alzheimer's	Skin (sun unexposed)	-0.000559545	0.001520361	0.643576196	0.809660375	-0.024541448	0.066682491
Alzheimer's	Skin (sun exposed)	0.001258264	0.00179882	0.242121644	0.716063983	0.055187005	0.078895596
Alzheimer's	Spleen	0.000122755	0.001750543	0.472047456	0.785680157	0.005384	0.076778209
Alzheimer's	Stomach	0.002094312	0.002633373	0.21322048	0.716063983	0.091855806	0.115498796
Alzheimer's	Testis	0.001197139	0.002021182	0.276826013	0.716063983	0.052506104	0.088648338
Alzheimer's	Thyroid	0.000708513	0.001877949	0.352982609	0.72454325	0.031075142	0.082366165
Alzheimer's	Uterus	-0.001641499	0.001446684	8.72E-01	0.991113607	-0.071995563	0.063451057
Alzheimer's	Vagina	0.000551112	0.00115989	0.317342924	0.716063983	0.024171594	0.050872371
Alzheimer's	Whole Blood	0.002253355	0.001215689	0.03190094	0.613486226	0.098831376	0.05331971
Alzheimer's	AllTissues	0.012630507	0.005167506	0.00725834	NA	0.55396959	0.226644985
RA	Adipose Sub.	-0.011816224	0.008844842	0.909216413	0.998419041	-0.063188363	0.047298618
RA	Adipose Visc.	-0.004604846	0.010406033	0.670942404	0.965107862	-0.024624843	0.055647235
RA	Adrenal Gland	0.009499501	0.007887424	0.114220249	0.742431621	0.050799471	0.042178736
RA	Aorta Artery	0.007295396	0.018878449	0.349585255	0.812937638	0.039012814	0.100954275
RA	Coronary Artery	0.003547858	0.007053473	0.307484061	0.812937638	0.018972504	0.037719107
RA	Tibial Artery	0.00442149	0.011038477	0.344374787	0.812937638	0.023644334	0.059029291
RA	Brain Limbic	-0.00073079	0.008308535	0.535044368	0.907249145	-0.003907965	0.044430668
RA	Brain Cortex	-0.002546286	0.007195792	0.638277229	0.965107862	-0.013616504	0.038480171
RA	Brain Basal Ganglia	-0.013789406	0.008557787	0.946445912	0.998419041	-0.073740137	0.045763569
RA	Brain Cereb.	0.03189134	0.013377702	0.008564716	0.334023928	0.170541924	0.071538511
RA	Brain Spinal Cord	-0.004006054	0.006986755	0.716805726	0.965107862	-0.021422748	0.037362325
RA	Brain Subst. Nigra	-3.56E-03	0.006411549	0.710457867	0.965107862	-0.019019426	0.034286359
RA	Breast	0.008377082	0.009019641	0.176506744	0.812937638	0.044797229	0.048233375
RA	LCLs	0.003934254	0.00707994	0.289211304	0.812937638	0.021038792	0.037860644
RA	Fibroblasts	0.006437655	0.011052247	0.280123455	0.812937638	0.034425965	0.059102925
RA	Sigmoid Intestine	0.021779557	0.012327284	0.038632818	0.603529995	0.11646822	0.065921303
RA	Transverse Intestine	0.011874417	0.009499169	1.06E-01	0.742431621	0.063499554	0.050797695
RA	Esophagus Mucosa	0.013408583	0.014111992	0.17101668	0.812937638	0.071703654	0.075465195
RA	Esophagus Muscularis	-0.013525926	0.012021633	8.70E-01	0.998419041	-0.072331154	0.06428681
RA	Heart A. Appen.	-0.011842185	0.007931782	0.932281978	0.998419041	-0.063327191	0.042415945
RA	Heart Left Vent.	-0.008697583	0.007625924	0.872966883	0.998419041	-0.046511139	0.040780343
RA	Liver	0.001655596	0.006072757	0.392570084	0.812937638	0.008853454	0.032474637
RA	Lung	-0.007155225	0.010529048	0.751611597	0.965107862	-0.038263233	0.056305069
